rank,industry,product_name,brand,price,user_rating,user_reviews,category,price_band,rating_tier
1138,,Replenishing Moisture Jumbo Trio,ALTERNA Haircare,100.0,3.6667,3,Hair,Premium ($51-100),Average (3-3.9)
1139,,My Hair My Canvas  Meltaway No-Rinse Micellar Cleanser,ALTERNA Haircare,29.0,3.7903,124,Hair,Mid ($26-50),Average (3-3.9)
1140,,CAVIAR Anti-Aging Restructuring Bond Repair Conditioner,ALTERNA Haircare,56.0,4.963,27,Hair,Premium ($51-100),Top Rated (4.5-5)
1141,,Alterna Haircare Caviar Anti-Aging Clinical Densifying Foam Conditioner,ALTERNA Haircare,38.0,4.5606,66,Hair,Mid ($26-50),Top Rated (4.5-5)
1142,,MHMC New Beginnings Exfoliating Cleanser,ALTERNA Haircare,30.0,4.189,164,Hair,Mid ($26-50),Good (4-4.4)
1143,,CAVIAR Anti-Aging Restructuring Bond Repair Shampoo,ALTERNA Haircare,35.0,4.6286,35,Hair,Mid ($26-50),Top Rated (4.5-5)
1144,,Renewing Scalp Leave-In Treatment with Hemp,ALTERNA Haircare,48.0,4.8226,62,Hair,Mid ($26-50),Top Rated (4.5-5)
1145,,Renewing Scalp Care Peppermint Leave-In Treatment,ALTERNA Haircare,48.0,4.5938,64,Hair,Mid ($26-50),Top Rated (4.5-5)
1146,,My Hair My Canvas Me Time Every Day Shampoo,ALTERNA Haircare,28.0,4.225,160,Hair,Mid ($26-50),Good (4-4.4)
1147,,My Hair My Canvas  Me Time Everyday Conditioner,ALTERNA Haircare,28.0,4.2628,156,Hair,Mid ($26-50),Good (4-4.4)
1148,,My Hair My Canvas  Cool Hydrations Nourishing Masque,ALTERNA Haircare,35.0,4.0569,123,Hair,Mid ($26-50),Good (4-4.4)
1149,,Colonia Alcohol-Free Deodorant,Acqua di Parma,55.0,3.2,10,Bath & Body,Premium ($51-100),Average (3-3.9)
1150,,Colonia Alcohol-Free Deodorant,Acqua di Parma,55.0,3.2,10,Bath & Body,Premium ($51-100),Average (3-3.9)
1151,,Colonia Alcohol-Free Deodorant,Acqua di Parma,55.0,3.2,10,Bath & Body,Premium ($51-100),Average (3-3.9)
1152,,Aperitivo In Terrazza Diffuser,Acqua di Parma,112.0,5.0,1,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
1153,,Aperitivo In Terrazza Diffuser,Acqua di Parma,112.0,5.0,1,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
1154,,Aperitivo In Terrazza Diffuser,Acqua di Parma,112.0,5.0,1,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
1155,,Yuzu Eau de Parfum,Acqua di Parma,135.0,4.6667,6,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
1156,,Yuzu Eau de Parfum,Acqua di Parma,135.0,4.6667,6,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
1157,,Yuzu Eau de Parfum,Acqua di Parma,135.0,4.6667,6,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
1158,,Buongiorno Diffuser,Acqua di Parma,112.0,4.625,8,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
1159,,Buongiorno Diffuser,Acqua di Parma,112.0,4.625,8,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
1160,,Buongiorno Diffuser,Acqua di Parma,112.0,4.625,8,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
1161,,Colonia Pura,Acqua di Parma,130.0,4.5714,7,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
1162,,Colonia Pura,Acqua di Parma,130.0,4.5714,7,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
1163,,Colonia Pura,Acqua di Parma,130.0,4.5714,7,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
1164,,Colonia Essenza,Acqua di Parma,130.0,4.5333,15,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
1165,,Colonia Essenza,Acqua di Parma,130.0,4.5333,15,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
1166,,Colonia Essenza,Acqua di Parma,130.0,4.5333,15,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
1167,,Magnolia Nobile,Acqua di Parma,210.0,4.2791,43,Fragrance,Luxury ($101-250),Good (4-4.4)
1168,,Magnolia Nobile,Acqua di Parma,210.0,4.2791,43,Fragrance,Luxury ($101-250),Good (4-4.4)
1169,,Magnolia Nobile,Acqua di Parma,210.0,4.2791,43,Fragrance,Luxury ($101-250),Good (4-4.4)
1170,,Colonia,Acqua di Parma,181.0,4.2125,80,Fragrance,Luxury ($101-250),Good (4-4.4)
1171,,Colonia,Acqua di Parma,181.0,4.2125,80,Fragrance,Luxury ($101-250),Good (4-4.4)
1172,,Colonia,Acqua di Parma,181.0,4.2125,80,Fragrance,Luxury ($101-250),Good (4-4.4)
1173,,Luce di Colonia Diffuser,Acqua di Parma,112.0,2.6667,3,Fragrance,Luxury ($101-250),Low (1-2.9)
1174,,Luce di Colonia Diffuser,Acqua di Parma,112.0,2.6667,3,Fragrance,Luxury ($101-250),Low (1-2.9)
1175,,Luce di Colonia Diffuser,Acqua di Parma,112.0,2.6667,3,Fragrance,Luxury ($101-250),Low (1-2.9)
1176,,Mirto di Panarea,Acqua di Parma,84.0,4.4359,39,Fragrance,Premium ($51-100),Top Rated (4.5-5)
1177,,Mirto di Panarea,Acqua di Parma,84.0,4.4359,39,Fragrance,Premium ($51-100),Top Rated (4.5-5)
1178,,Mirto di Panarea,Acqua di Parma,84.0,4.4359,39,Fragrance,Premium ($51-100),Top Rated (4.5-5)
1179,,Fico di Amalfi Candle,Acqua di Parma,82.0,4.0,2,Fragrance,Premium ($51-100),Good (4-4.4)
1180,,Fico di Amalfi Candle,Acqua di Parma,82.0,4.0,2,Fragrance,Premium ($51-100),Good (4-4.4)
1181,,Fico di Amalfi Candle,Acqua di Parma,82.0,4.0,2,Fragrance,Premium ($51-100),Good (4-4.4)
1182,,Arancia di Capri,Acqua di Parma,84.0,3.9459,37,Fragrance,Premium ($51-100),Good (4-4.4)
1183,,Arancia di Capri,Acqua di Parma,84.0,3.9459,37,Fragrance,Premium ($51-100),Good (4-4.4)
1184,,Arancia di Capri,Acqua di Parma,84.0,3.9459,37,Fragrance,Premium ($51-100),Good (4-4.4)
1185,,Oud Eau de Parfum,Acqua di Parma,295.0,4.2632,19,Fragrance,Ultra ($250+),Good (4-4.4)
1186,,Oud Eau de Parfum,Acqua di Parma,295.0,4.2632,19,Fragrance,Ultra ($250+),Good (4-4.4)
1187,,Oud Eau de Parfum,Acqua di Parma,295.0,4.2632,19,Fragrance,Ultra ($250+),Good (4-4.4)
1188,,Blu Mediterraneo Mini Eau de Toilette Set,Acqua di Parma,77.0,3.3333,12,Mini Size,Premium ($51-100),Average (3-3.9)
1189,,Blu Mediterraneo Mini Eau de Toilette Set,Acqua di Parma,77.0,3.3333,12,Mini Size,Premium ($51-100),Average (3-3.9)
1190,,Blu Mediterraneo Mini Eau de Toilette Set,Acqua di Parma,77.0,3.3333,12,Mini Size,Premium ($51-100),Average (3-3.9)
1191,,Blu Mediterraneo Mini Eau de Toilette Set,Acqua di Parma,77.0,3.3333,12,Mini Size,Premium ($51-100),Average (3-3.9)
1192,,Mirto di Panarea,Acqua di Parma,84.0,4.4359,39,Fragrance,Premium ($51-100),Top Rated (4.5-5)
1193,,Arancia di Capri,Acqua di Parma,84.0,3.9459,37,Fragrance,Premium ($51-100),Good (4-4.4)
1194,,Colonia,Acqua di Parma,181.0,4.2125,80,Fragrance,Luxury ($101-250),Good (4-4.4)
1195,,Magnolia Nobile,Acqua di Parma,210.0,4.2791,43,Fragrance,Luxury ($101-250),Good (4-4.4)
1196,,Yuzu Eau de Parfum,Acqua di Parma,135.0,4.6667,6,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
1197,,Oud Eau de Parfum,Acqua di Parma,295.0,4.2632,19,Fragrance,Ultra ($250+),Good (4-4.4)
1198,,Colonia Essenza,Acqua di Parma,130.0,4.5333,15,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
1199,,Buongiorno Diffuser,Acqua di Parma,112.0,4.625,8,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
1200,,Colonia Alcohol-Free Deodorant,Acqua di Parma,55.0,3.2,10,Bath & Body,Premium ($51-100),Average (3-3.9)
1201,,Colonia Pura,Acqua di Parma,130.0,4.5714,7,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
1202,,Fico di Amalfi Candle,Acqua di Parma,82.0,4.0,2,Fragrance,Premium ($51-100),Good (4-4.4)
1203,,Aperitivo In Terrazza Diffuser,Acqua di Parma,112.0,5.0,1,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
1204,,Luce di Colonia Diffuser,Acqua di Parma,112.0,2.6667,3,Fragrance,Luxury ($101-250),Low (1-2.9)
1205,,Blu Mediterraneo Mini Eau de Toilette Set,Acqua di Parma,77.0,3.3333,12,Mini Size,Premium ($51-100),Average (3-3.9)
1206,,Mirto di Panarea,Acqua di Parma,84.0,4.4359,39,Fragrance,Premium ($51-100),Top Rated (4.5-5)
1207,,Arancia di Capri,Acqua di Parma,84.0,3.9459,37,Fragrance,Premium ($51-100),Good (4-4.4)
1208,,Colonia,Acqua di Parma,181.0,4.2125,80,Fragrance,Luxury ($101-250),Good (4-4.4)
1209,,Magnolia Nobile,Acqua di Parma,210.0,4.2791,43,Fragrance,Luxury ($101-250),Good (4-4.4)
1210,,Yuzu Eau de Parfum,Acqua di Parma,135.0,4.6667,6,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
1211,,Oud Eau de Parfum,Acqua di Parma,295.0,4.2632,19,Fragrance,Ultra ($250+),Good (4-4.4)
1212,,Colonia Essenza,Acqua di Parma,130.0,4.5333,15,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
1213,,Buongiorno Diffuser,Acqua di Parma,112.0,4.625,8,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
1214,,Colonia Alcohol-Free Deodorant,Acqua di Parma,55.0,3.2,10,Bath & Body,Premium ($51-100),Average (3-3.9)
1215,,Colonia Pura,Acqua di Parma,130.0,4.5714,7,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
1216,,Fico di Amalfi Candle,Acqua di Parma,82.0,4.0,2,Fragrance,Premium ($51-100),Good (4-4.4)
1217,,Aperitivo In Terrazza Diffuser,Acqua di Parma,112.0,5.0,1,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
1218,,Luce di Colonia Diffuser,Acqua di Parma,112.0,2.6667,3,Fragrance,Luxury ($101-250),Low (1-2.9)
1219,,GENIUS Liquid Collagen Hand Cream,Algenist,38.0,4.175,40,Bath & Body,Mid ($26-50),Good (4-4.4)
1220,,GENIUS Liquid Collagen Hand Cream,Algenist,38.0,4.175,40,Bath & Body,Mid ($26-50),Good (4-4.4)
1221,,GENIUS Liquid Collagen Hand Cream,Algenist,38.0,4.175,40,Bath & Body,Mid ($26-50),Good (4-4.4)
1222,,Mini GENIUS Liquid Collagen,Algenist,25.0,3.4412,34,Skincare,Budget ($0-25),Average (3-3.9)
1223,,Mini GENIUS Liquid Collagen,Algenist,25.0,3.4412,34,Skincare,Budget ($0-25),Average (3-3.9)
1224,,Mini GENIUS Liquid Collagen,Algenist,25.0,3.4412,34,Skincare,Budget ($0-25),Average (3-3.9)
1225,,GENIUS Ultimate Anti-Aging Cream,Algenist,112.0,4.2525,503,Skincare,Luxury ($101-250),Good (4-4.4)
1226,,GENIUS Ultimate Anti-Aging Cream,Algenist,112.0,4.2525,503,Skincare,Luxury ($101-250),Good (4-4.4)
1227,,GENIUS Ultimate Anti-Aging Cream,Algenist,112.0,4.2525,503,Skincare,Luxury ($101-250),Good (4-4.4)
1228,,GENIUS Liquid Collagen Serum,Algenist,115.0,4.0259,1159,Skincare,Luxury ($101-250),Good (4-4.4)
1229,,GENIUS Liquid Collagen Serum,Algenist,115.0,4.0259,1159,Skincare,Luxury ($101-250),Good (4-4.4)
1230,,GENIUS Liquid Collagen Serum,Algenist,115.0,4.0259,1159,Skincare,Luxury ($101-250),Good (4-4.4)
1231,,GENIUS Ultimate Anti-Aging Vitamin C+ Serum,Algenist,118.0,3.9825,229,Skincare,Luxury ($101-250),Good (4-4.4)
1232,,GENIUS Ultimate Anti-Aging Vitamin C+ Serum,Algenist,118.0,3.9825,229,Skincare,Luxury ($101-250),Good (4-4.4)
1233,,GENIUS Ultimate Anti-Aging Vitamin C+ Serum,Algenist,118.0,3.9825,229,Skincare,Luxury ($101-250),Good (4-4.4)
1234,,GENIUS Liquid Skin Resurfacing 2% BHA Toner,Algenist,40.0,4.7939,165,Skincare,Mid ($26-50),Top Rated (4.5-5)
1235,,GENIUS Liquid Skin Resurfacing 2% BHA Toner,Algenist,40.0,4.7939,165,Skincare,Mid ($26-50),Top Rated (4.5-5)
1236,,GENIUS Liquid Skin Resurfacing 2% BHA Toner,Algenist,40.0,4.7939,165,Skincare,Mid ($26-50),Top Rated (4.5-5)
1237,,SUBLIME DEFENSE Ultra Lightweight UV Defense Fluid SPF 50,Algenist,28.0,4.4134,508,Skincare,Mid ($26-50),Top Rated (4.5-5)
1238,,SUBLIME DEFENSE Ultra Lightweight UV Defense Fluid SPF 50,Algenist,28.0,4.4134,508,Skincare,Mid ($26-50),Top Rated (4.5-5)
1239,,SUBLIME DEFENSE Ultra Lightweight UV Defense Fluid SPF 50,Algenist,28.0,4.4134,508,Skincare,Mid ($26-50),Top Rated (4.5-5)
1240,,ALIVE Prebiotic Balancing Mask,Algenist,38.0,4.3729,118,Skincare,Mid ($26-50),Good (4-4.4)
1241,,ALIVE Prebiotic Balancing Mask,Algenist,38.0,4.3729,118,Skincare,Mid ($26-50),Good (4-4.4)
1242,,ALIVE Prebiotic Balancing Mask,Algenist,38.0,4.3729,118,Skincare,Mid ($26-50),Good (4-4.4)
1243,,Gentle Rejuvenating Cleanser,Algenist,28.0,4.2689,264,Skincare,Mid ($26-50),Good (4-4.4)
1244,,Gentle Rejuvenating Cleanser,Algenist,28.0,4.2689,264,Skincare,Mid ($26-50),Good (4-4.4)
1245,,Gentle Rejuvenating Cleanser,Algenist,28.0,4.2689,264,Skincare,Mid ($26-50),Good (4-4.4)
1246,,GENIUS Ultimate Anti-Aging Melting Cleanser,Algenist,38.0,4.0569,334,Skincare,Mid ($26-50),Good (4-4.4)
1247,,GENIUS Ultimate Anti-Aging Melting Cleanser,Algenist,38.0,4.0569,334,Skincare,Mid ($26-50),Good (4-4.4)
1248,,GENIUS Ultimate Anti-Aging Melting Cleanser,Algenist,38.0,4.0569,334,Skincare,Mid ($26-50),Good (4-4.4)
1249,,GENIUS Liquid Collagen Lip Treatment,Algenist,29.0,3.8721,649,Skincare,Mid ($26-50),Average (3-3.9)
1250,,GENIUS Liquid Collagen Lip Treatment,Algenist,29.0,3.8721,649,Skincare,Mid ($26-50),Average (3-3.9)
1251,,GENIUS Liquid Collagen Lip Treatment,Algenist,29.0,3.8721,649,Skincare,Mid ($26-50),Average (3-3.9)
1252,,ALIVE Prebiotic Balancing Moisturizer SPF 15,Algenist,40.0,3.2,30,Skincare,Mid ($26-50),Average (3-3.9)
1253,,ALIVE Prebiotic Balancing Moisturizer SPF 15,Algenist,40.0,3.2,30,Skincare,Mid ($26-50),Average (3-3.9)
1254,,ALIVE Prebiotic Balancing Moisturizer SPF 15,Algenist,40.0,3.2,30,Skincare,Mid ($26-50),Average (3-3.9)
1255,,Plump Pout Duo,Algenist,44.0,3.0,1,Skincare,Mid ($26-50),Average (3-3.9)
1256,,Plump Pout Duo,Algenist,44.0,3.0,1,Skincare,Mid ($26-50),Average (3-3.9)
1257,,Plump Pout Duo,Algenist,44.0,3.0,1,Skincare,Mid ($26-50),Average (3-3.9)
1258,,10 Day Results Kit,Algenist,88.0,4.8023,258,Skincare,Premium ($51-100),Top Rated (4.5-5)
1259,,10 Day Results Kit,Algenist,88.0,4.8023,258,Skincare,Premium ($51-100),Top Rated (4.5-5)
1260,,10 Day Results Kit,Algenist,88.0,4.8023,258,Skincare,Premium ($51-100),Top Rated (4.5-5)
1261,,Algae Niacinamide Moisture Veil,Algenist,65.0,4.6982,169,Skincare,Premium ($51-100),Top Rated (4.5-5)
1262,,Algae Niacinamide Moisture Veil,Algenist,65.0,4.6982,169,Skincare,Premium ($51-100),Top Rated (4.5-5)
1263,,Algae Niacinamide Moisture Veil,Algenist,65.0,4.6982,169,Skincare,Premium ($51-100),Top Rated (4.5-5)
1264,,Blue Algae Vitamin C Skinclarity Brightening Serum,Algenist,72.0,4.6087,207,Skincare,Premium ($51-100),Top Rated (4.5-5)
1265,,Blue Algae Vitamin C Skinclarity Brightening Serum,Algenist,72.0,4.6087,207,Skincare,Premium ($51-100),Top Rated (4.5-5)
1266,,Blue Algae Vitamin C Skinclarity Brightening Serum,Algenist,72.0,4.6087,207,Skincare,Premium ($51-100),Top Rated (4.5-5)
1267,,GENIUS Sleeping Collagen Moisturizer,Algenist,98.0,4.5413,1321,Skincare,Premium ($51-100),Top Rated (4.5-5)
1268,,GENIUS Sleeping Collagen Moisturizer,Algenist,98.0,4.5413,1321,Skincare,Premium ($51-100),Top Rated (4.5-5)
1269,,GENIUS Sleeping Collagen Moisturizer,Algenist,98.0,4.5413,1321,Skincare,Premium ($51-100),Top Rated (4.5-5)
1270,,Triple Algae Eye Renewal Balm Eye Cream,Algenist,68.0,4.5306,1142,Skincare,Premium ($51-100),Top Rated (4.5-5)
1271,,Triple Algae Eye Renewal Balm Eye Cream,Algenist,68.0,4.5306,1142,Skincare,Premium ($51-100),Top Rated (4.5-5)
1272,,Triple Algae Eye Renewal Balm Eye Cream,Algenist,68.0,4.5306,1142,Skincare,Premium ($51-100),Top Rated (4.5-5)
1273,,GENIUS Collagen Calming Relief,Algenist,58.0,4.464,125,Skincare,Premium ($51-100),Top Rated (4.5-5)
1274,,GENIUS Collagen Calming Relief,Algenist,58.0,4.464,125,Skincare,Premium ($51-100),Top Rated (4.5-5)
1275,,GENIUS Collagen Calming Relief,Algenist,58.0,4.464,125,Skincare,Premium ($51-100),Top Rated (4.5-5)
1276,,Advanced Anti-Aging Repairing Oil,Algenist,82.0,4.4531,245,Skincare,Premium ($51-100),Top Rated (4.5-5)
1277,,Advanced Anti-Aging Repairing Oil,Algenist,82.0,4.4531,245,Skincare,Premium ($51-100),Top Rated (4.5-5)
1278,,Advanced Anti-Aging Repairing Oil,Algenist,82.0,4.4531,245,Skincare,Premium ($51-100),Top Rated (4.5-5)
1279,,POWER Recharging Night Pressed Serum,Algenist,95.0,4.3854,205,Skincare,Premium ($51-100),Good (4-4.4)
1280,,POWER Recharging Night Pressed Serum,Algenist,95.0,4.3854,205,Skincare,Premium ($51-100),Good (4-4.4)
1281,,POWER Recharging Night Pressed Serum,Algenist,95.0,4.3854,205,Skincare,Premium ($51-100),Good (4-4.4)
1282,,Overnight Restorative Cream,Algenist,94.0,4.3808,239,Skincare,Premium ($51-100),Good (4-4.4)
1283,,Overnight Restorative Cream,Algenist,94.0,4.3808,239,Skincare,Premium ($51-100),Good (4-4.4)
1284,,Overnight Restorative Cream,Algenist,94.0,4.3808,239,Skincare,Premium ($51-100),Good (4-4.4)
1285,,ELEVATE Advanced Lift Contouring Cream,Algenist,96.0,4.3243,37,Skincare,Premium ($51-100),Good (4-4.4)
1286,,ELEVATE Advanced Lift Contouring Cream,Algenist,96.0,4.3243,37,Skincare,Premium ($51-100),Good (4-4.4)
1287,,ELEVATE Advanced Lift Contouring Cream,Algenist,96.0,4.3243,37,Skincare,Premium ($51-100),Good (4-4.4)
1288,,Regenerative Anti-Aging Moisturizer,Algenist,94.0,4.2715,221,Skincare,Premium ($51-100),Good (4-4.4)
1289,,Regenerative Anti-Aging Moisturizer,Algenist,94.0,4.2715,221,Skincare,Premium ($51-100),Good (4-4.4)
1290,,Regenerative Anti-Aging Moisturizer,Algenist,94.0,4.2715,221,Skincare,Premium ($51-100),Good (4-4.4)
1291,,Blue Algae Vitamin C Dark Spot Correcting Peel,Algenist,85.0,4.213,108,Skincare,Premium ($51-100),Good (4-4.4)
1292,,Blue Algae Vitamin C Dark Spot Correcting Peel,Algenist,85.0,4.213,108,Skincare,Premium ($51-100),Good (4-4.4)
1293,,Blue Algae Vitamin C Dark Spot Correcting Peel,Algenist,85.0,4.213,108,Skincare,Premium ($51-100),Good (4-4.4)
1294,,POWER Advanced Wrinkle Fighter Moisturizer,Algenist,85.0,4.1818,77,Skincare,Premium ($51-100),Good (4-4.4)
1295,,POWER Advanced Wrinkle Fighter Moisturizer,Algenist,85.0,4.1818,77,Skincare,Premium ($51-100),Good (4-4.4)
1296,,POWER Advanced Wrinkle Fighter Moisturizer,Algenist,85.0,4.1818,77,Skincare,Premium ($51-100),Good (4-4.4)
1297,,ELEVATE Advanced Retinol Serum,Algenist,98.0,4.1026,39,Skincare,Premium ($51-100),Good (4-4.4)
1298,,ELEVATE Advanced Retinol Serum,Algenist,98.0,4.1026,39,Skincare,Premium ($51-100),Good (4-4.4)
1299,,ELEVATE Advanced Retinol Serum,Algenist,98.0,4.1026,39,Skincare,Premium ($51-100),Good (4-4.4)
1300,,POWER Advanced Wrinkle Fighter 360° Eye Serum,Algenist,70.0,4.023,87,Skincare,Premium ($51-100),Good (4-4.4)
1301,,POWER Advanced Wrinkle Fighter 360° Eye Serum,Algenist,70.0,4.023,87,Skincare,Premium ($51-100),Good (4-4.4)
1302,,POWER Advanced Wrinkle Fighter 360° Eye Serum,Algenist,70.0,4.023,87,Skincare,Premium ($51-100),Good (4-4.4)
1303,,AA (Alguronic Acid) Barrier Serum,Algenist,85.0,3.97,100,Skincare,Premium ($51-100),Good (4-4.4)
1304,,AA (Alguronic Acid) Barrier Serum,Algenist,85.0,3.97,100,Skincare,Premium ($51-100),Good (4-4.4)
1305,,AA (Alguronic Acid) Barrier Serum,Algenist,85.0,3.97,100,Skincare,Premium ($51-100),Good (4-4.4)
1306,,ELEVATE Firming & Lifting Neck Cream,Algenist,84.0,3.8889,18,Skincare,Premium ($51-100),Average (3-3.9)
1307,,ELEVATE Firming & Lifting Neck Cream,Algenist,84.0,3.8889,18,Skincare,Premium ($51-100),Average (3-3.9)
1308,,ELEVATE Firming & Lifting Neck Cream,Algenist,84.0,3.8889,18,Skincare,Premium ($51-100),Average (3-3.9)
1309,,GENIUS Ultimate Anti-Aging Eye Cream,Algenist,74.0,3.7759,116,Skincare,Premium ($51-100),Average (3-3.9)
1310,,GENIUS Ultimate Anti-Aging Eye Cream,Algenist,74.0,3.7759,116,Skincare,Premium ($51-100),Average (3-3.9)
1311,,GENIUS Ultimate Anti-Aging Eye Cream,Algenist,74.0,3.7759,116,Skincare,Premium ($51-100),Average (3-3.9)
1312,,ELEVATE Firming & Lifting Contouring Eye Cream,Algenist,72.0,3.2581,31,Skincare,Premium ($51-100),Average (3-3.9)
1313,,ELEVATE Firming & Lifting Contouring Eye Cream,Algenist,72.0,3.2581,31,Skincare,Premium ($51-100),Average (3-3.9)
1314,,ELEVATE Firming & Lifting Contouring Eye Cream,Algenist,72.0,3.2581,31,Skincare,Premium ($51-100),Average (3-3.9)
1315,,GENIUS Sleeping Collagen Moisturizer,Algenist,98.0,4.5413,1321,Skincare,Premium ($51-100),Top Rated (4.5-5)
1316,,GENIUS Liquid Collagen Serum,Algenist,115.0,4.0259,1159,Skincare,Luxury ($101-250),Good (4-4.4)
1317,,Triple Algae Eye Renewal Balm Eye Cream,Algenist,68.0,4.5306,1142,Skincare,Premium ($51-100),Top Rated (4.5-5)
1318,,GENIUS Liquid Collagen Lip Treatment,Algenist,29.0,3.8721,649,Skincare,Mid ($26-50),Average (3-3.9)
1319,,SUBLIME DEFENSE Ultra Lightweight UV Defense Fluid SPF 50,Algenist,28.0,4.4134,508,Skincare,Mid ($26-50),Top Rated (4.5-5)
1320,,GENIUS Ultimate Anti-Aging Cream,Algenist,112.0,4.2525,503,Skincare,Luxury ($101-250),Good (4-4.4)
1321,,GENIUS Ultimate Anti-Aging Melting Cleanser,Algenist,38.0,4.0569,334,Skincare,Mid ($26-50),Good (4-4.4)
1322,,Gentle Rejuvenating Cleanser,Algenist,28.0,4.2689,264,Skincare,Mid ($26-50),Good (4-4.4)
1323,,10 Day Results Kit,Algenist,88.0,4.8023,258,Skincare,Premium ($51-100),Top Rated (4.5-5)
1324,,Advanced Anti-Aging Repairing Oil,Algenist,82.0,4.4531,245,Skincare,Premium ($51-100),Top Rated (4.5-5)
1325,,Overnight Restorative Cream,Algenist,94.0,4.3808,239,Skincare,Premium ($51-100),Good (4-4.4)
1326,,GENIUS Ultimate Anti-Aging Vitamin C+ Serum,Algenist,118.0,3.9825,229,Skincare,Luxury ($101-250),Good (4-4.4)
1327,,Regenerative Anti-Aging Moisturizer,Algenist,94.0,4.2715,221,Skincare,Premium ($51-100),Good (4-4.4)
1328,,Blue Algae Vitamin C Skinclarity Brightening Serum,Algenist,72.0,4.6087,207,Skincare,Premium ($51-100),Top Rated (4.5-5)
1329,,POWER Recharging Night Pressed Serum,Algenist,95.0,4.3854,205,Skincare,Premium ($51-100),Good (4-4.4)
1330,,Algae Niacinamide Moisture Veil,Algenist,65.0,4.6982,169,Skincare,Premium ($51-100),Top Rated (4.5-5)
1331,,GENIUS Liquid Skin Resurfacing 2% BHA Toner,Algenist,40.0,4.7939,165,Skincare,Mid ($26-50),Top Rated (4.5-5)
1332,,GENIUS Collagen Calming Relief,Algenist,58.0,4.464,125,Skincare,Premium ($51-100),Top Rated (4.5-5)
1333,,ALIVE Prebiotic Balancing Mask,Algenist,38.0,4.3729,118,Skincare,Mid ($26-50),Good (4-4.4)
1334,,GENIUS Ultimate Anti-Aging Eye Cream,Algenist,74.0,3.7759,116,Skincare,Premium ($51-100),Average (3-3.9)
1335,,Blue Algae Vitamin C Dark Spot Correcting Peel,Algenist,85.0,4.213,108,Skincare,Premium ($51-100),Good (4-4.4)
1336,,AA (Alguronic Acid) Barrier Serum,Algenist,85.0,3.97,100,Skincare,Premium ($51-100),Good (4-4.4)
1337,,POWER Advanced Wrinkle Fighter 360° Eye Serum,Algenist,70.0,4.023,87,Skincare,Premium ($51-100),Good (4-4.4)
1338,,POWER Advanced Wrinkle Fighter Moisturizer,Algenist,85.0,4.1818,77,Skincare,Premium ($51-100),Good (4-4.4)
1339,,GENIUS Liquid Collagen Hand Cream,Algenist,38.0,4.175,40,Bath & Body,Mid ($26-50),Good (4-4.4)
1340,,ELEVATE Advanced Retinol Serum,Algenist,98.0,4.1026,39,Skincare,Premium ($51-100),Good (4-4.4)
1341,,ELEVATE Advanced Lift Contouring Cream,Algenist,96.0,4.3243,37,Skincare,Premium ($51-100),Good (4-4.4)
1342,,Mini GENIUS Liquid Collagen,Algenist,25.0,3.4412,34,Skincare,Budget ($0-25),Average (3-3.9)
1343,,ELEVATE Firming & Lifting Contouring Eye Cream,Algenist,72.0,3.2581,31,Skincare,Premium ($51-100),Average (3-3.9)
1344,,ALIVE Prebiotic Balancing Moisturizer SPF 15,Algenist,40.0,3.2,30,Skincare,Mid ($26-50),Average (3-3.9)
1345,,ELEVATE Firming & Lifting Neck Cream,Algenist,84.0,3.8889,18,Skincare,Premium ($51-100),Average (3-3.9)
1346,,Plump Pout Duo,Algenist,44.0,3.0,1,Skincare,Mid ($26-50),Average (3-3.9)
1347,,GENIUS Sleeping Collagen Moisturizer,Algenist,98.0,4.5413,1321,Skincare,Premium ($51-100),Top Rated (4.5-5)
1348,,GENIUS Liquid Collagen Serum,Algenist,115.0,4.0259,1159,Skincare,Luxury ($101-250),Good (4-4.4)
1349,,Triple Algae Eye Renewal Balm Eye Cream,Algenist,68.0,4.5306,1142,Skincare,Premium ($51-100),Top Rated (4.5-5)
